id,record_name,gene_name,subcell_loc
Q96BT3,CENPT_HUMAN,CENPT,"Nucleus. Chromosome, centromere<br> Chromosome, centromere, kinetochore<br> Note=Constitutively localizes to centromeres throughout the cell cycle, and to kinetochores during mitosis. Localizes to the inner kinetochore, and may connect it to the outer kinetochore via its N-terminus.<br>"
Q96BT7,ALKB8_HUMAN,ALKBH8,Cytoplasm<br> Nucleus<br> Note=Predominantly cytoplasmic.<br>
Q96BW1,UPP_HUMAN,UPRT,Cytoplasm<br> Nucleus<br>
Q96BW9,TAM41_HUMAN,TAMM41,Mitochondrion inner membrane<br>
Q96BY2,MOAP1_HUMAN,MOAP1,"Cytoplasm, cytosol<br> Mitochondrion outer membrane<br> Extracellular vesicle membrane<br> Note=Forms virion-like extracellular vesicles that are released from cells.<br>"
Q96BY6,DOC10_HUMAN,DOCK10,"Nucleus<br> Cytoplasm<br> Cell projection, dendritic spine<br>"
Q96BY7,ATG2B_HUMAN,ATG2B,Preautophagosomal structure membrane<br> Lipid droplet<br> Endoplasmic reticulum membrane<br>
Q96BY9,SARAF_HUMAN,SARAF,Endoplasmic reticulum membrane<br> Note=Translocates to the endoplasmic reticulum-plasma membrane (ER-PM) region in a STIM1-dependent manner following cytosolic Ca(2+) elevation.<br>[Isoform 2]:<br> Endoplasmic reticulum membrane; Single-pass type I membrane protein.
Q96BZ4,PLD4_HUMAN,PLD4,"Endoplasmic reticulum membrane<br> Golgi apparatus, trans-Golgi network membrane<br> Nucleus<br> Early endosome<br> Cytoplasmic vesicle, phagosome<br> Note=Activation of microglia induces translocation of PLD4 from the nucleus to the phagosomes.<br>"
Q96BZ8,LENG1_HUMAN,LENG1,
Q96BZ9,TBC20_HUMAN,TBC1D20,Membrane<br>
Q96C00,ZBTB9_HUMAN,ZBTB9,Nucleus<br>
Q96C03,MID49_HUMAN,MIEF2,Mitochondrion outer membrane<br> Note=Colocalizes with DNM1L at mitochondrial membrane. Forms foci and rings around mitochondria.
Q96C10,DHX58_HUMAN,DHX58,Cytoplasm<br>
Q96C11,FGGY_HUMAN,FGGY,
Q96C12,ARMC5_HUMAN,ARMC5,Cytoplasm<br>
Q96C23,GALM_HUMAN,GALM,Cytoplasm<br>
Q96C24,SYTL4_HUMAN,SYTL4,"Membrane<br> Cell membrane<br> Cytoplasmic vesicle, secretory vesicle membrane<br> Note=Detected close to the plasma membrane and on secretory granules. In pancreas, interacts with insulin-containing vesicles (By similarity).<br>"
Q96C36,P5CR2_HUMAN,PYCR2,Cytoplasm<br> Mitochondrion<br>
Q96C45,ULK4_HUMAN,ULK4,
Q96C55,ZN524_HUMAN,ZNF524,Nucleus<br>
Q96C74,ROP1L_HUMAN,ROPN1L,"Cell projection, cilium, flagellum<br> Cell projection, cilium<br>"
Q96C86,DCPS_HUMAN,DCPS,Cytoplasm. Nucleus. Note=Predominantly localized in the nucleus. Nucleocytoplasmic shuttling protein that can transiently enter the cytoplasm in mammalian cells in a XPO1/CRM1- dependent manner.
Q96C92,ENTR1_HUMAN,ENTR1,"Cytoplasm<br> Early endosome<br> Endosome<br> Recycling endosome<br> Midbody<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm, cytoskeleton, cilium basal body<br> Note=Colocalizes in a WASHC2-dependent manner with the retromer CSC complex at endosomes (PubMed:25278552). During cytokinesis colocalized with PTPN13 at the midbody (PubMed:23108400). Colocalizes with IFT88 and gamma-tubulin at the basal body of primary cilia (PubMed:27767179). Colocalizes with IFT88 and pericentrin at the centrosome (PubMed:27767179).<br>"
Q96CA5,BIRC7_HUMAN,BIRC7,"Nucleus<br> Cytoplasm<br> Golgi apparatus<br> Note=Nuclear, and in a filamentous pattern throughout the cytoplasm. Full-length livin is detected exclusively in the cytoplasm, whereas the truncated form (tLivin) is found in the peri-nuclear region with marked localization to the Golgi apparatus; the accumulation of tLivin in the nucleus shows positive correlation with the increase in apoptosis."
Q96CB8,INT12_HUMAN,INTS12,Nucleus<br>
Q96CB9,NSUN4_HUMAN,NSUN4,Mitochondrion<br>
Q96CC6,RHDF1_HUMAN,RHBDF1,Endoplasmic reticulum membrane<br> Golgi apparatus membrane<br> Note=Predominantly localized in the endoplasmic reticulum membrane (PubMed:15965977).<br>
Q96CD2,COAC_HUMAN,PPCDC,
Q96CE8,T4S18_HUMAN,TM4SF18,Membrane<br>
Q96CF2,CHM4C_HUMAN,CHMP4C,"Cytoplasm, cytosol. Late endosome membrane<br> Midbody, Midbody ring<br> Note=Localizes to the midbody during late cytokinesis. During its recruitment, localizes initially to the midbody arms, before being directed to the central region, the midbody ring, also called Flemming body. Phosphorylation at Ser-210 by AURKB triggers localization to midbody ring.<br>"
Q96CG3,TIFA_HUMAN,TIFA,Cytoplasm<br> Note=Colocalizes with lysosomal marker LAMP2 following homooligomerization and subsequent activation.<br>
Q96CG8,CTHR1_HUMAN,CTHRC1,"Secreted, extracellular space, extracellular matrix<br>"
Q96CJ1,EAF2_HUMAN,EAF2,Nucleus speckle<br>
Q96CK0,ZN653_HUMAN,ZNF653,Nucleus<br>
Q96CM3,RUSD4_HUMAN,RPUSD4,"Mitochondrion matrix<br> Nucleus<br> Cytoplasm<br> Note=Mainly localizes to mitochondrion (PubMed:23435261, PubMed:27974379, PubMed:28082677). Localizes to mitochondrial RNA granules, platforms for post- transcriptional RNA modification and ribosome assembly (PubMed:27974379, PubMed:28082677). Also found in nucleus and cytoplasm (PubMed:23435261).<br>"
Q96CM8,ACSF2_HUMAN,ACSF2,Mitochondrion<br>
Q96CN4,EVI5L_HUMAN,EVI5L,
Q96CN5,LRC45_HUMAN,LRRC45,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Note=Localizes to the proteinaceous linker between the proximal ends of the centrioles.<br>"
Q96CN9,GCC1_HUMAN,GCC1,Cytoplasm<br> Golgi apparatus membrane<br>
Q96CP6,ASTRA_HUMAN,GRAMD1A,"Endoplasmic reticulum membrane<br> Cell membrane<br> Cytoplasmic vesicle, autophagosome<br> Note=In lipid-poor conditions localizes to the ER membrane and is recruited to endoplasmic reticulum-plasma membrane contact sites (EPCS) in response to excess cholesterol in the PM (By similarity). Localizes to distinct EPCS than GRAMD2A and ESYT2/3 (PubMed:29469807).<br>"
Q96CP7,TLCD1_HUMAN,TLCD1,Cell membrane<br>
Q96CQ1,S2536_HUMAN,SLC25A36,Mitochondrion inner membrane<br>
Q96CS2,HAUS1_HUMAN,HAUS1,"Cytoplasm<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm, cytoskeleton, spindle<br> Cytoplasm, cytoskeleton, spindle pole<br> Note=Localizes with the spindle poles in mitotic cells. In metaphase, localizes to the mitotic asters and is highly punctate on the microtubule array. During later stages of mitosis, remains on the spindle but is not present at the interzone, and is finally observed at the microtubule bundles proximal to the midbody, clearly excluded from the midbody. In contrast, does not colocalize with the tubulin cytoskeleton in interphase cells. In interphase, localized at the centrosome and diffusely in the cytoplasm. Localizes to mitotic spindle microtubules.<br>"
Q96CS3,FAF2_HUMAN,FAF2,Cytoplasm<br> Lipid droplet<br> Endoplasmic reticulum<br>
Q96CS7,PKHB2_HUMAN,PLEKHB2,"Recycling endosome membrane<br> Note=Specifically detected in tubulovesicular structures, and colocalizes with TFNR."
Q96CT7,CC124_HUMAN,CCDC124,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Midbody<br> Note=Colocalizes with gamma-tubulin at interphase, prophase, metaphase, and anaphase. Relocates from centrosome to midbody at telophase."
Q96CU9,FXRD1_HUMAN,FOXRED1,"Mitochondrion inner membrane<br> Note=According to a report, it is associated with the matrix face of the mitochondrial inner membrane and does not contain any transmembrane region. However, one transmembrane domain is clearly predicted by different methods (Probable).<br>"
Q96CV9,OPTN_HUMAN,OPTN,"Cytoplasm, perinuclear region. Golgi apparatus<br> Golgi apparatus, trans-Golgi network. Cytoplasmic vesicle, autophagosome. Cytoplasmic vesicle. Recycling endosome<br> Note=Found in the perinuclear region and associates with the Golgi apparatus (PubMed:27534431). Colocalizes with MYO6 and RAB8 at the Golgi complex and in vesicular structures close to the plasma membrane. Localizes to LC3-positive cytoplasmic vesicles upon induction of autophagy.<br>"
Q96CW1,AP2M1_HUMAN,AP2M1,"Cell membrane<br> Membrane, coated pit<br>"
Q96CW5,GCP3_HUMAN,TUBGCP3,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br>"
Q96CW9,NTNG2_HUMAN,NTNG2,Cell membrane<br>
Q96D03,DDT4L_HUMAN,DDIT4L,Cytoplasm<br>
Q96D05,F241B_HUMAN,FAM241B,Membrane<br>
Q96D09,GASP2_HUMAN,GPRASP2,
Q96D15,RCN3_HUMAN,RCN3,Endoplasmic reticulum lumen<br>
Q96D21,RHES_HUMAN,RASD2,Cell membrane<br>
Q96D31,CRCM1_HUMAN,ORAI1,Cell membrane<br> Basolateral cell membrane<br> Note=Isoform beta is more mobile in the plasma membrane (PubMed:23307288). Colocalizes with STIM1 at the cell membrane (PubMed:27185316).<br>
Q96D42,HAVR1_HUMAN,HAVCR1,Cell membrane<br>
Q96D46,NMD3_HUMAN,NMD3,Cytoplasm<br> Nucleus<br> Note=Shuttles between the nucleus/nucleolus and the cytoplasm in a XPO1/CRM1-dependent manner.<br>
Q96D53,COQ8B_HUMAN,COQ8B,"Mitochondrion membrane<br> Cytoplasm, cytosol<br> Cell membrane<br>"
Q96D59,RN183_HUMAN,RNF183,"Endoplasmic reticulum membrane<br> Endoplasmic reticulum<br> Golgi apparatus, cis-Golgi network membrane<br> Lysosome membrane<br>"
Q96D71,REPS1_HUMAN,REPS1,"Membrane, clathrin-coated pit<br> Note=Colocalize with ITSN1 at the plasma membrane in structures that are most probably clathrin-coated pits."
Q96D96,HVCN1_HUMAN,HVCN1,"Cell membrane<br> Apical cell membrane<br> Cytoplasmic vesicle, phagosome membrane<br> Cell projection, cilium, flagellum membrane<br> Note=Detected within the principal piece of the sperm flagellum (PubMed:20144758). Detected mainly at intracellular membranes upon overexpression in HeLa cells (PubMed:20147290).<br>"
Q96D98,EID2B_HUMAN,EID2B,Nucleus<br>
Q96DA0,PAUF_HUMAN,ZG16B,Secreted<br> Cytoplasm<br> Cell membrane<br> Apicolateral cell membrane<br> Note=Co-localizes with TLR4 at the cell membrane of pancreatic cancer cells.<br>
Q96DA2,RB39B_HUMAN,RAB39B,Cell membrane<br> Cytoplasmic vesicle membrane<br> Golgi apparatus<br> Note=Partial colocalization with markers that cycle from the cell surface to the trans-Golgi network.<br>
Q96DA6,TIM14_HUMAN,DNAJC19,Mitochondrion inner membrane<br>
Q96DB2,HDA11_HUMAN,HDAC11,Nucleus<br>
Q96DB5,RMD1_HUMAN,RMDN1,"Cytoplasm<br> Cytoplasm, cytoskeleton, spindle<br> Cytoplasm, cytoskeleton, spindle pole<br> Note=In interphase localizes in the cytoplasm, and during mitosis localizes to the spindle microtubules and spindle poles."
Q96DB9,FXYD5_HUMAN,FXYD5,Membrane<br>
Q96DC9,OTUB2_HUMAN,OTUB2,
Q96DE0,NUD16_HUMAN,NUDT16,"Nucleus<br> Nucleus, nucleoplasm<br> Nucleus, nucleolus<br> Cytoplasm<br> Note=Localized predominantly in the cytoplasm (PubMed:21070968). Localized in nucleolus, and in a minor proportion in distinct foci in the nucleoplasm (By similarity).<br>"
Q96DE5,APC16_HUMAN,ANAPC16,"Cytoplasm<br> Nucleus<br> Chromosome, centromere, kinetochore<br>"
Q96DF8,ESS2_HUMAN,ESS2,Nucleus<br>
Q96DG6,CMBL_HUMAN,CMBL,"Cytoplasm, cytosol<br>"
Q96DH6,MSI2H_HUMAN,MSI2,Cytoplasm. Note=Associated with polysomes.<br>
Q96DI7,SNR40_HUMAN,SNRNP40,Nucleus<br>
Q96DM3,RMC1_HUMAN,RMC1,Lysosome membrane<br> Late endosome membrane<br>
Q96DN0,ERP27_HUMAN,ERP27,Endoplasmic reticulum lumen<br>
Q96DN2,VWCE_HUMAN,VWCE,Secreted<br> Note=According to PubMed:16496348 is localized in the cytoplasm.<br>
Q96DN5,TBC31_HUMAN,TBC1D31,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite<br> Cytoplasm, cytoskeleton, cilium basal body<br>"
Q96DP5,FMT_HUMAN,MTFMT,Mitochondrion<br>
Q96DR4,STAR4_HUMAN,STARD4,
Q96DR5,BPIA2_HUMAN,BPIFA2,Secreted<br>
Q96DR7,ARHGQ_HUMAN,ARHGEF26,"Cell projection, ruffle<br>"
Q96DR8,MUCL1_HUMAN,MUCL1,Secreted<br> Membrane<br>
Q96DT5,DYH11_HUMAN,DNAH11,"Cytoplasm, cytoskeleton, cilium axoneme<br> Note=Located in the proximal region of respiratory cilia.<br>"
Q96DT6,ATG4C_HUMAN,ATG4C,Cytoplasm<br>
Q96DT7,ZBT10_HUMAN,ZBTB10,Nucleus<br>
Q96DU3,SLAF6_HUMAN,SLAMF6,Cell membrane<br>
Q96DU7,IP3KC_HUMAN,ITPKC,Nucleus<br> Cytoplasm<br> Note=Shuttles actively between nucleus and cytoplasm with both nuclear import and nuclear export activity.<br>
Q96DV4,RM38_HUMAN,MRPL38,Mitochondrion<br>
Q96DW6,S2538_HUMAN,SLC25A38,Mitochondrion inner membrane<br>
Q96DX5,ASB9_HUMAN,ASB9,Mitochondrion<br>
Q96DX7,TRI44_HUMAN,TRIM44,
Q96DX8,RTP4_HUMAN,RTP4,Membrane<br>
Q96DZ1,ERLEC_HUMAN,ERLEC1,Endoplasmic reticulum lumen<br>
Q96DZ5,CLIP3_HUMAN,CLIP3,"Cell membrane<br> Cytoplasm<br> Golgi apparatus, Golgi stack<br> Note=Localized to Golgi stacks as well as on tubulovesicular elements juxtaposed to Golgi cisternae."
Q96DZ7,T4S19_HUMAN,TM4SF19,Membrane<br>
Q96DZ9,CKLF5_HUMAN,CMTM5,Membrane; Multi-pass membrane protein.
Q96E09,PBIR1_HUMAN,PABIR1,"Nucleus<br> Cytoplasm<br> Note=The CHEK1-mediated Ser-37 phosphorylated form is sequestered by 14-3-3 proteins in the cytoplasm and fails to translocate to the nucleus, where it otherwise inhibits serine/threonine-protein phosphatase 2A.<br>"
Q96E11,RRFM_HUMAN,MRRF,Mitochondrion<br>
Q96E14,RMI2_HUMAN,RMI2,Nucleus<br> Note=Colocalizes with BLM at nuclear DNA repair foci.
Q96E17,RAB3C_HUMAN,RAB3C,Cell membrane<br>
Q96E22,NGBR_HUMAN,NUS1,Endoplasmic reticulum membrane<br> Note=Colocalizes with Nogo-B during VEGF and wound healing angiogenesis.<br>
Q96E29,MTEF3_HUMAN,MTERF3,Mitochondrion<br>
Q96E35,ZMY19_HUMAN,ZMYND19,Cytoplasm<br> Cell membrane<br>
Q96E40,SACA9_HUMAN,SPACA9,"Cytoplasm<br> Cytoplasmic vesicle, secretory vesicle, acrosome<br> Cytoplasm, cytoskeleton, cilium basal body<br> Cell projection, cilium, flagellum<br> Nucleus<br> Cytoplasm, cytoskeleton, cilium axoneme<br> Note=In caudal sperms localizes onto sperm head. Is also present on midpiece and principle piece of sperm tails. Acrosome and sperm tail localization is regulated by Y-chromosome.<br>"
Q96E52,OMA1_HUMAN,OMA1,Mitochondrion inner membrane<br>
Q96E93,KLRG1_HUMAN,KLRG1,Cell membrane<br>
Q96EA4,SPDLY_HUMAN,SPDL1,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Chromosome, centromere, kinetochore. Nucleus. Cytoplasm, cytoskeleton, spindle pole. Note=Localizes to the nucleus in interphase and to the kinetochore in early prometaphase. Relocalizes to the mitotic spindle pole before metaphase and is subsequently lost from the spindle poles after chromosome congression is completed. Removal of this protein from the kinetochore requires the dynein/dynactin complex."
Q96EB1,ELP4_HUMAN,ELP4,Cytoplasm<br> Nucleus<br>
Q96EB6,SIR1_HUMAN,SIRT1,"Nucleus, PML body<br> Cytoplasm<br> Nucleus<br> Note=Recruited to the nuclear bodies via its interaction with PML (PubMed:12006491). Colocalized with APEX1 in the nucleus (PubMed:19934257). May be found in nucleolus, nuclear euchromatin, heterochromatin and inner membrane (PubMed:15469825). Shuttles between nucleus and cytoplasm (By similarity). Colocalizes in the nucleus with XBP1 isoform 2 (PubMed:20955178).<br><br>[SirtT1 75 kDa fragment]:<br> Cytoplasm<br> Mitochondrion<br>"
Q96EC8,YIPF6_HUMAN,YIPF6,"Golgi apparatus membrane<br> Note=Evenly distributed between cis- and trans-Golgi apparatus (PubMed:27999994). Mainly localizes within medial-/trans- Golgi and trans-Golgi network (TGN), while less so within cis-Golgi (PubMed:28286305).<br>"
Q96ED9,HOOK2_HUMAN,HOOK2,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm<br> Cytoplasm, cytoskeleton<br> Golgi apparatus, trans-Golgi network<br> Note=Colocalizes with aggresomes, which are aggregates of misfolded proteins, at the centrosome (PubMed:17540036). Also localizes to punctate cytoplasmic foci which do not appear to overlap with early or late endosomes, the endoplasmic reticulum, multivesicular bodies (MVBs), lysosome, or mitochondria (PubMed:17540036, PubMed:32073997). Often found in close association with microtubules (PubMed:17540036). Localizes to the manchette in elongating spermatids (By similarity).<br>"
Q96EE3,SEH1_HUMAN,SEH1L,"Chromosome, centromere, kinetochore<br> Nucleus, nuclear pore complex<br> Lysosome membrane<br>"
Q96EF0,MTMR8_HUMAN,MTMR8,Nucleus envelope<br>
Q96EF6,FBX17_HUMAN,FBXO17,
Q96EG1,ARSG_HUMAN,ARSG,"Lysosome<br> Note=The 63-kDa precursor protein localizes to pre-lysosomal compartments and tightly associates with organelle membranes, most likely the endoplasmic reticulum. In contrast, proteolytically processed fragments of 34-, 18- and 10-kDa are found in lysosomal fractions and lose their membrane association.<br>"
Q96EG3,ZN837_HUMAN,ZNF837,Nucleus<br>
Q96EH3,MASU1_HUMAN,MALSU1,Mitochondrion matrix<br> Note=Colocalizes with MRPL12 and/or MRPL14.<br>
Q96EK4,THA11_HUMAN,THAP11,Nucleus<br> Cytoplasm<br> Note=May be regulated by shuttling of the protein between the cytoplasm and nucleus.<br>
Q96EK5,KBP_HUMAN,KIFBP,"Cytoplasm, cytoskeleton<br>"
Q96EK6,GNA1_HUMAN,GNPNAT1,Golgi apparatus membrane; Peripheral membrane protein. Endosome membrane<br>
Q96EL1,INKA1_HUMAN,INKA1,Nucleus<br> Cytoplasm<br> Note=Mainly nuclear (PubMed:26607847). Relocalizes to the cytoplasm following interaction with PAK4 (PubMed:26607847).<br>
Q96EL3,RM53_HUMAN,MRPL53,Mitochondrion<br>
Q96EM0,T3HPD_HUMAN,L3HYPDH,
Q96EN8,MOCOS_HUMAN,MOCOS,
Q96EP0,RNF31_HUMAN,RNF31,Cytoplasm<br>
Q96EP1,CHFR_HUMAN,CHFR,"Nucleus, PML body<br>"
Q96EP5,DAZP1_HUMAN,DAZAP1,"Cytoplasm<br> Nucleus<br> Note=Predominantly cytoplasmic (By similarity). Nuclear at some stages of spermatozoides development. In midpachytene spermatocytes, it is localized in both the cytoplasm and the nuclei and is clearly excluded from the sex vesicles. In round spermatids, it localizes mainly in the nuclei, whereas in elongated spermatids, it localizes to the cytoplasm (By similarity).<br>"
Q96EP9,NTCP4_HUMAN,SLC10A4,Cell membrane<br>
Q96EQ0,SGTB_HUMAN,SGTB,
Q96EQ8,RN125_HUMAN,RNF125,Golgi apparatus membrane<br> Note=Shows a reticular staining pattern within the cell and is probably expressed at other intracellular membranes in addition to the Golgi membrane. Not detected at the plasma membrane.<br>
Q96ER9,MITOK_HUMAN,CCDC51,Mitochondrion inner membrane<br><br>[Isoform 1]:<br> Mitochondrion inner membrane<br>
Q96ES7,SGF29_HUMAN,SGF29,Nucleus<br>
Q96EU6,RRP36_HUMAN,RRP36,"Nucleus, nucleolus<br> Note=Concentrated in the fibrillar region of the nucleolus."
Q96EU7,C1GLC_HUMAN,C1GALT1C1,Membrane<br>
Q96EV2,RBM33_HUMAN,RBM33,
Q96EV8,DTBP1_HUMAN,DTNBP1,"<br>[Isoform 1]:<br> Cytoplasm<br> Cytoplasmic vesicle membrane<br> Endosome membrane<br> Melanosome membrane<br> Postsynaptic density<br> Endoplasmic reticulum<br> Nucleus<br> Note=Mainly cytoplasmic but shuttles between the cytoplasm and nucleus. Exported out of the nucleus via its NES in a XPO1-dependent manner. Nuclear localization is required for regulation of the expression of genes such as SYN1. Detected in neuron cell bodies, axons and dendrites. Mainly located to the postsynaptic density. Detected at tubulovesicular elements in the vicinity of the Golgi apparatus and of melanosomes. Occasionally detected at the membrane of pigmented melanosomes in cultured melanoma cells. The BLOC-1 complex associates with the BLOC-2 complex in early endosome-associated tubules.<br>[Isoform 2]:<br> Cytoplasm<br> Cytoplasmic vesicle membrane<br> Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane<br> Endosome membrane<br> Melanosome membrane<br> Postsynaptic cell membrane<br> Endoplasmic reticulum<br> Nucleus<br> Note=Shuttles between the cytoplasm and nucleus. Exported out of the nucleus via its NES in a XPO1-dependent manner. Nuclear localization is required for regulation of the expression of genes such as SYN1. Mainly expressed in the dendritic spine. Predominantly a synaptic vesicle isoform but also highly expressed in the nucleus. The BLOC-1 complex associates with the BLOC-2 complex in early endosome-associated tubules. Associated with the AP-3 complex at presynaptic terminals.<br>[Isoform 3]:<br> Cytoplasm<br> Cytoplasmic vesicle membrane<br> Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane<br> Endosome membrane<br> Melanosome membrane<br> Postsynaptic cell membrane<br> Endoplasmic reticulum<br> Note=Exclusivley cytoplasmic. Predominantly found in the postsynaptic density (PSD). Little association with synaptic vesicles. The BLOC-1 complex associates with the BLOC-2 complex in early endosome-associated tubules. Associated with the AP-3 complex at presynaptic terminals."
